id,value1,value2
160754,63,64
160755,68,56
160756,97,53
160757,64,95
160758,44,66
160759,85,100
160760,77,89
160761,16,37
160762,33,77
160763,90,95
160764,10,56
160765,5,89
160766,35,70
160767,91,17
160768,97,26
160769,91,75
160770,22,56
160771,42,63
160772,23,80
160773,41,42
160774,49,2
160775,42,91
160776,69,36
160777,54,90
160778,30,19
160779,89,38
160780,62,27
160781,41,97
160782,35,76
160783,34,30
160784,13,90
160785,22,98
160786,67,3
160787,58,69
160788,61,11
160789,7,89
160790,93,4
160791,56,68
160792,86,65
160793,50,43
160794,27,69
160795,77,67
160796,3,66
160797,46,96
160798,57,51
160799,5,36
160800,10,28
160801,78,57
160802,63,1
160803,33,28
160804,75,7
160805,7,98
160806,82,39
160807,30,14
160808,34,69
160809,53,70
160810,42,85
160811,19,87
160812,32,50
160813,99,41
160814,39,4
160815,91,50
160816,47,21
160817,69,57
160818,34,72
160819,74,51
160820,35,75
160821,17,18
160822,39,14
160823,13,19
160824,44,28
160825,86,95
160826,46,40
160827,58,48
160828,15,66
160829,78,94
160830,52,3
160831,32,11
160832,43,33
160833,39,42
160834,33,72
160835,72,34
160836,52,84
160837,20,97
160838,64,5
160839,100,32
160840,26,48
160841,97,2
160842,45,20
160843,96,96
160844,66,11
160845,8,31
160846,5,63
160847,17,59
160848,62,42
160849,53,19
160850,28,11
160851,45,50
160852,16,32
160853,66,22
160854,42,20
160855,30,21
160856,88,87
160857,49,98
160858,54,29
160859,4,47
160860,43,61
160861,29,9
160862,32,18
160863,96,99
160864,60,71
160865,30,2
160866,36,43
160867,38,61
160868,70,38
160869,72,28
160870,68,64
160871,60,19
160872,12,8
160873,33,74
160874,52,48
160875,77,68
160876,54,9
160877,39,62
160878,83,33
160879,10,83
160880,68,31
160881,52,70
160882,60,66
160883,42,89
160884,54,92
160885,76,84
160886,13,97
160887,7,91
160888,81,96
160889,13,50
160890,99,100
160891,78,6
160892,61,27
160893,84,78
160894,19,32
160895,24,55
160896,17,50
160897,49,25
160898,94,9
160899,12,43
160900,23,34
160901,39,38
160902,73,58
160903,39,16
160904,60,88
160905,43,61
160906,24,62
160907,10,28
160908,44,77
160909,55,43
160910,9,87
160911,50,72
160912,39,77
160913,1,66
160914,32,51
160915,15,24
160916,57,98
160917,5,22
160918,44,81
160919,33,11
160920,44,28
160921,73,82
160922,69,57
160923,57,10
160924,95,37
160925,20,16
160926,40,63
160927,57,93
160928,21,27
160929,62,98
160930,17,18
160931,4,52
160932,81,57
160933,85,57
160934,51,9
160935,35,23
160936,85,48
160937,56,30
160938,10,87
160939,77,35
160940,83,81
160941,25,75
160942,6,80
160943,31,25
160944,76,11
160945,26,13
160946,16,51
160947,28,78
160948,50,48
160949,67,59
160950,73,73
160951,95,95
160952,27,55
160953,69,41
160954,48,71
160955,97,23
160956,38,30
160957,6,68
160958,44,34
160959,92,25
160960,20,83
160961,49,7
160962,1,55
160963,45,69
160964,64,35
160965,96,55
160966,10,50
160967,90,39
160968,82,57
160969,86,8
160970,27,10
160971,84,72
160972,86,79
160973,18,19
160974,82,7
160975,42,100
160976,73,60
160977,91,98
160978,50,100
160979,28,85
160980,21,54
160981,20,17
160982,27,2
160983,34,71
160984,4,36
160985,71,6
160986,93,31
160987,27,46
160988,18,63
160989,93,44
160990,31,84
160991,11,95
160992,73,72
160993,15,95
160994,52,26
160995,5,68
160996,72,47
160997,70,56
160998,85,1
160999,93,59
161000,53,29
161001,23,6
161002,77,95
161003,95,10
161004,71,23
161005,56,14
161006,50,64
161007,90,28
161008,68,69
161009,73,65
161010,56,24
161011,35,83
161012,74,46
161013,5,16
161014,44,18
161015,72,73
161016,7,100
161017,90,78
161018,6,72
161019,60,33
161020,72,30
161021,71,54
161022,97,43
161023,10,56
161024,69,1
161025,31,18
161026,64,83
161027,10,57
161028,65,99
161029,26,33
161030,71,64
161031,60,14
161032,7,12
161033,80,23
161034,35,20
161035,56,3
161036,50,45
161037,12,66
161038,28,22
161039,4,86
161040,15,64
161041,16,16
161042,85,22
161043,19,62
161044,20,41
161045,82,44
161046,49,63
161047,26,16
161048,39,59
161049,49,33
161050,37,61
161051,18,100
161052,37,66
161053,85,15
161054,8,12
161055,39,50
161056,30,17
161057,8,58
161058,23,45
161059,97,3
161060,86,28
161061,59,100
161062,7,65
161063,17,82
161064,65,9
161065,60,41
161066,45,54
161067,34,13
161068,76,9
161069,37,25
161070,60,70
161071,27,15
161072,52,62
161073,48,94
161074,33,56
161075,51,18
161076,91,2
161077,27,81
161078,2,73
161079,65,89
161080,39,6
161081,44,58
161082,53,64
161083,18,15
161084,64,27
161085,30,62
161086,77,69
161087,12,70
161088,27,36
161089,35,67
161090,98,71
161091,1,54
161092,84,2
161093,30,6
161094,37,86
161095,55,37
161096,34,67
161097,93,81
161098,47,82
161099,2,18
161100,42,84
161101,12,36
161102,1,81
161103,98,49
161104,18,74
161105,57,71
161106,87,31
161107,100,34
161108,78,57
161109,62,49
161110,53,78
161111,30,2
161112,92,68
161113,30,68
161114,24,50
161115,47,38
161116,65,4
161117,29,5
161118,51,45
161119,10,79
161120,47,50
161121,90,96
161122,87,41
161123,91,56
161124,20,2
161125,99,26
161126,56,43
161127,13,37
161128,63,41
161129,69,12
161130,59,75
161131,78,3
161132,76,7
161133,98,94
161134,87,57
161135,62,78
161136,31,57
161137,80,10
161138,45,75
161139,12,35
161140,19,29
161141,39,91
161142,11,60
161143,47,64
161144,27,70
161145,96,42
161146,3,14
161147,36,25
161148,23,56
161149,1,90
161150,99,31
161151,68,11
161152,82,30
161153,55,15
161154,93,78
161155,97,94
161156,14,33
161157,15,32
161158,25,46
161159,59,27
161160,93,30
161161,59,22
161162,44,24
161163,3,93
161164,74,82
161165,8,42
161166,81,15
161167,75,65
161168,17,25
161169,65,54
161170,50,25
161171,93,85
161172,68,11
161173,62,57
161174,85,76
161175,34,67
161176,62,69
161177,56,59
161178,76,9
161179,46,41
161180,25,42
161181,42,61
161182,46,35
161183,80,15
161184,34,67
161185,41,29
161186,85,47
161187,23,30
161188,62,55
161189,23,18
161190,35,34
161191,38,85
161192,91,19
161193,26,13
161194,65,35
161195,81,31
161196,43,74
161197,19,56
161198,28,20
161199,34,68
161200,68,39
161201,97,55
161202,82,13
161203,89,6
161204,59,36
161205,99,81
161206,100,99
161207,5,22
161208,94,12
161209,48,24
161210,31,80
161211,3,92
161212,81,100
161213,23,73
161214,52,53
161215,72,100
161216,67,78
161217,58,55
161218,97,11
161219,93,27
161220,60,65
161221,48,81
161222,86,32
161223,40,85
161224,61,66
161225,80,21
161226,4,71
161227,59,72
161228,90,85
161229,99,74
161230,25,35
161231,13,53
161232,9,2
161233,25,7
161234,79,55
161235,74,27
161236,82,50
161237,28,88
161238,97,68
161239,68,98
161240,10,81
161241,62,44
161242,78,57
161243,87,90
161244,59,49
161245,36,79
161246,23,95
161247,79,6
161248,22,63
161249,81,21
161250,49,98
161251,99,33
161252,83,50
161253,52,68
161254,31,6
161255,50,47
161256,56,55
161257,100,37
161258,84,47
161259,12,91
161260,38,5
161261,66,100
161262,90,29
161263,46,59
161264,44,94
161265,68,95
161266,38,61
161267,25,96
161268,66,70
161269,82,25
161270,56,69
161271,46,78
161272,37,52
161273,81,99
161274,67,33
161275,26,100
161276,66,95
161277,76,11
161278,40,74
161279,51,22
161280,80,37
161281,55,47
161282,27,12
161283,31,1
161284,49,68
161285,6,10
161286,7,25
161287,45,17
161288,14,54
161289,75,100
161290,6,97
161291,95,44
161292,85,11
161293,53,32
161294,18,71
161295,72,8
161296,42,87
161297,67,38
161298,67,77
161299,95,32
161300,20,65
161301,58,21
161302,79,87
161303,32,86
161304,17,34
161305,41,52
161306,65,76
161307,2,32
161308,83,46
161309,75,20
161310,84,38
161311,37,52
161312,30,60
161313,73,66
161314,94,40
161315,81,86
161316,12,77
161317,89,93
161318,1,20
161319,33,74
161320,53,6
161321,76,43
161322,16,9
161323,68,100
161324,69,77
161325,28,80
161326,32,90
161327,84,47
161328,61,67
161329,10,89
161330,37,5
161331,60,3
161332,99,2
161333,65,51
161334,57,44
161335,19,54
161336,15,70
161337,76,36
161338,43,1
161339,99,91
161340,77,1
161341,56,65
161342,51,82
161343,14,68
161344,34,71
161345,68,14
161346,58,65
161347,59,88
161348,42,50
161349,92,72
161350,98,40
161351,13,24
161352,90,27
161353,45,56
161354,74,94
161355,78,48
161356,35,68
161357,20,43
161358,27,48
161359,37,66
161360,96,56
161361,54,45
161362,43,45
161363,100,29
161364,76,19
161365,24,7
161366,16,88
161367,24,22
161368,18,43
161369,56,69
161370,14,76
161371,39,93
161372,52,61
161373,23,65
161374,31,87
161375,79,29
161376,61,1
161377,28,73
161378,11,89
161379,15,14
161380,56,39
161381,21,63
161382,47,3
161383,95,42
161384,100,97
161385,81,67
161386,45,78
161387,49,44
161388,87,2
161389,28,8
161390,22,52
161391,30,97
161392,11,80
161393,73,17
161394,29,85
161395,77,92
161396,41,70
161397,3,54
161398,13,12
161399,36,59
161400,44,74
161401,31,60
161402,99,84
161403,5,25
161404,59,7
161405,3,99
161406,18,12
161407,62,74
161408,78,33
161409,30,41
161410,46,72
161411,34,3
161412,39,65
161413,3,41
161414,100,27
161415,7,7
161416,60,17
161417,6,38
161418,37,7
161419,76,68
161420,54,61
161421,49,51
161422,97,58
161423,52,46
161424,63,30
161425,15,14
161426,65,85
161427,69,26
161428,75,58
161429,48,21
161430,21,33
161431,43,51
161432,4,37
161433,5,34
161434,58,40
161435,3,81
161436,66,46
161437,90,81
161438,24,39
161439,84,35
161440,57,65
161441,4,9
161442,84,76
161443,58,6
161444,71,69
161445,78,27
161446,47,62
161447,24,51
161448,55,38
161449,15,50
161450,85,43
161451,76,16
161452,76,46
161453,65,80
161454,92,20
161455,14,26
161456,65,86
161457,5,42
161458,82,11
161459,54,8
161460,57,61
161461,32,100
161462,77,3
161463,37,57
161464,13,23
161465,15,60
161466,35,92
161467,86,98
161468,69,41
161469,49,82
161470,94,71
161471,32,72
161472,1,81
161473,97,9
161474,58,73
161475,58,97
161476,50,21
161477,94,15
161478,34,83
161479,15,53
161480,86,54
161481,9,32
161482,13,90
161483,67,18
161484,88,65
161485,57,60
161486,97,39
161487,67,44
161488,24,56
161489,2,15
161490,60,78
161491,29,37
161492,58,75
161493,45,7
161494,91,35
161495,19,3
161496,64,11
161497,28,69
161498,21,17
161499,34,65
161500,16,37
161501,38,50
161502,18,31
161503,86,82
161504,63,3
161505,8,79
161506,30,11
161507,47,68
161508,99,1
161509,73,2
161510,76,23
161511,1,27
161512,34,32
161513,68,30
161514,2,2
161515,13,83
161516,69,6
161517,15,81
161518,4,34
161519,29,2
161520,44,29
161521,18,8
161522,12,93
161523,13,27
161524,6,99
161525,25,23
161526,81,52
161527,5,20
161528,35,6
161529,73,38
161530,9,88
161531,51,14
161532,39,96
161533,76,52
161534,99,86
161535,9,55
161536,69,89
161537,11,32
161538,57,82
161539,42,56
161540,47,27
161541,98,14
161542,100,10
161543,74,25
161544,74,76
161545,44,60
161546,37,23
161547,39,80
161548,11,27
161549,2,67
161550,18,93
161551,39,99
161552,34,19
161553,70,66
161554,6,45
161555,64,61
161556,68,43
161557,71,31
161558,44,18
161559,3,38
161560,30,55
161561,77,67
161562,73,48
161563,79,76
161564,16,75
161565,61,44
161566,98,43
161567,48,85
161568,35,71
161569,99,60
161570,38,99
161571,39,59
161572,11,78
161573,71,53
161574,38,4
161575,92,66
161576,99,83
161577,67,71
161578,12,40
161579,12,7
161580,83,76
161581,79,15
161582,58,18
161583,89,79
161584,36,7
161585,53,6
161586,80,23
161587,32,17
161588,92,82
161589,33,96
161590,73,2
161591,71,19
161592,5,93
161593,5,36
161594,12,50
161595,41,27
161596,88,87
161597,19,19
161598,16,87
161599,7,67
161600,38,98
161601,70,29
161602,12,79
161603,23,2
161604,83,71
161605,67,44
161606,76,93
161607,67,84
161608,88,64
161609,89,64
161610,84,59
161611,32,76
161612,45,74
161613,68,58
161614,63,35
161615,53,45
161616,78,12
161617,93,78
161618,42,7
161619,81,8
161620,49,16
161621,24,3
161622,32,58
161623,3,41
161624,35,92
161625,97,54
161626,60,3
161627,77,27
161628,86,62
161629,99,15
161630,93,16
161631,23,92
161632,71,64
161633,27,47
161634,82,74
161635,41,77
161636,40,79
161637,100,74
161638,79,21
161639,12,26
161640,7,38
161641,27,55
161642,56,52
161643,64,27
161644,14,86
161645,46,13
161646,40,93
161647,76,33
161648,53,36
161649,36,19
161650,29,75
161651,90,92
161652,16,22
161653,14,80
161654,3,53
161655,78,40
161656,23,97
161657,28,77
161658,28,46
161659,76,2
161660,48,44
161661,93,9
161662,65,48
161663,74,50
161664,14,10
161665,11,16
161666,19,64
161667,81,15
161668,67,25
161669,90,11
161670,1,56
161671,20,44
161672,49,70
161673,39,30
161674,55,80
161675,3,77
161676,67,28
161677,95,37
161678,52,16
161679,38,55
161680,42,33
161681,80,24
161682,100,5
161683,94,82
161684,71,71
161685,47,92
161686,14,17
161687,96,74
161688,84,49
161689,51,66
161690,55,77
161691,32,25
161692,15,47
161693,38,61
161694,18,96
161695,78,89
161696,85,15
161697,3,94
161698,68,50
161699,20,62
161700,50,58
161701,25,87
161702,47,40
161703,4,39
161704,11,51
161705,79,5
161706,49,25
161707,64,11
161708,41,9
161709,16,79
161710,80,44
161711,10,82
161712,58,7
161713,29,52
161714,2,23
161715,3,81
161716,17,68
161717,72,67
161718,66,47
161719,7,56
161720,77,37
161721,37,21
161722,37,70
161723,97,11
161724,82,53
161725,26,83
161726,24,76
161727,21,33
161728,60,88
161729,34,9
161730,47,35
161731,83,1
161732,76,73
161733,90,40
161734,8,61
161735,54,35
161736,49,56
161737,21,20
161738,7,45
161739,3,10
161740,63,66
161741,47,16
161742,68,34
161743,48,82
161744,43,34
161745,3,22
161746,72,63
161747,6,22
161748,14,57
161749,26,5
161750,69,41
161751,16,88
161752,77,63
161753,51,34
161754,92,35
161755,81,74
161756,2,96
161757,91,39
161758,5,74
161759,14,95
161760,41,29
161761,90,29
161762,96,78
161763,9,93
161764,44,40
161765,67,59
161766,16,68
161767,58,48
161768,16,49
161769,19,91
161770,9,37
161771,44,11
161772,7,91
161773,63,93
161774,61,15
161775,55,40
161776,75,73
161777,62,18
161778,36,1
161779,8,40
161780,58,69
161781,62,27
161782,75,42
161783,39,55
161784,97,29
161785,69,7
161786,71,65
161787,63,25
161788,69,85
161789,29,62
161790,87,91
161791,100,49
161792,9,4
161793,34,88
161794,66,51
161795,24,76
161796,23,6
161797,87,1
161798,57,37
161799,63,73
161800,47,88
161801,86,92
161802,90,15
161803,33,80
161804,77,72
161805,78,89
161806,70,31
161807,68,55
161808,45,23
161809,58,86
161810,38,52
161811,29,31
161812,90,47
161813,3,62
161814,41,37
161815,57,94
161816,12,3
161817,93,2
161818,35,99
161819,12,66
161820,34,58
161821,70,71
161822,78,85
161823,42,37
161824,95,99
161825,79,61
161826,30,95
161827,57,3
161828,96,38
161829,90,72
161830,16,82
161831,51,44
161832,24,78
161833,70,42
161834,96,45
161835,84,42
161836,44,86
161837,14,65
161838,17,67
161839,34,93
161840,83,64
161841,45,9
161842,33,92
161843,20,55
161844,30,50
161845,44,85
161846,3,52
161847,96,15
161848,2,99
161849,23,44
161850,15,31
161851,90,16
161852,80,45
161853,22,73
161854,15,6
161855,28,50
161856,89,29
161857,75,23
161858,98,80
161859,78,79
161860,17,68
161861,8,22
161862,68,2
161863,91,99
161864,72,16
161865,16,8
161866,85,79
161867,84,35
161868,90,22
161869,96,2
161870,96,37
161871,11,57
161872,71,57
161873,77,29
161874,18,5
161875,59,15
161876,42,71
161877,35,25
161878,2,58
161879,37,60
161880,67,64
161881,56,91
161882,52,64
161883,28,75
161884,70,99
161885,1,33
161886,2,5
161887,95,93
161888,69,6
161889,50,69
161890,66,92
161891,55,17
161892,6,20
161893,6,69
161894,78,74
161895,1,92
161896,74,20
161897,72,85
161898,85,90
161899,12,17
161900,98,22
161901,84,14
161902,15,76
161903,57,66
161904,54,57
161905,51,43
161906,100,7
161907,63,6
161908,43,10
161909,76,50
161910,48,65
161911,82,20
161912,27,62
161913,22,42
161914,44,49
161915,78,68
161916,56,93
161917,33,73
161918,62,28
161919,27,90
161920,70,71
161921,32,74
161922,99,23
161923,53,42
161924,32,96
161925,63,84
161926,92,8
161927,52,25
161928,20,89
161929,80,2
161930,82,12
161931,63,16
161932,29,27
161933,86,55
161934,23,1
161935,36,65
161936,54,41
161937,20,30
161938,87,13
161939,45,43
161940,33,75
161941,26,59
161942,50,34
161943,81,58
161944,65,69
161945,27,52
161946,53,2
161947,9,81
161948,65,74
161949,72,37
161950,14,3
161951,79,37
161952,88,8
161953,15,100
161954,44,8
161955,72,67
161956,3,41
161957,97,82
161958,80,67
161959,24,11
161960,9,89
161961,79,48
161962,91,14
161963,56,95
161964,35,44
161965,10,18
161966,92,97
161967,87,90
161968,45,99
161969,57,49
161970,43,18
161971,72,83
161972,78,30
161973,33,94
161974,46,79
161975,84,78
161976,15,79
161977,53,2
161978,21,62
161979,6,97
161980,39,49
161981,14,52
161982,86,69
161983,92,85
161984,14,86
161985,12,4
161986,84,2
161987,61,53
161988,13,39
161989,43,46
161990,25,67
161991,75,97
161992,48,76
161993,84,23
161994,37,25
161995,53,97
161996,33,92
161997,38,62
161998,37,10
161999,94,89
162000,83,48
162001,10,78
162002,44,23
162003,6,23
162004,48,66
162005,66,69
162006,96,84
162007,3,61
162008,81,93
162009,91,11
162010,25,16
162011,73,80
162012,82,51
162013,44,6
162014,12,12
162015,24,37
162016,27,55
162017,63,15
162018,34,89
162019,81,69
162020,54,95
162021,69,78
162022,83,86
162023,24,86
162024,66,84
162025,40,2
162026,82,71
162027,93,12
162028,50,16
162029,38,45
162030,18,74
162031,59,67
162032,14,55
162033,82,54
162034,4,33
162035,59,43
162036,85,83
162037,51,93
162038,83,16
162039,82,84
162040,58,76
162041,2,58
162042,24,34
162043,100,18
162044,79,5
162045,80,34
162046,96,2
162047,31,32
162048,11,90
162049,54,60
162050,77,84
162051,13,24
162052,60,64
162053,88,20
162054,58,30
162055,15,100
162056,72,45
162057,10,92
162058,76,59
162059,29,96
162060,54,73
162061,53,62
162062,78,24
162063,84,76
162064,55,85
162065,22,37
162066,48,63
162067,16,7
162068,9,89
162069,49,68
162070,7,18
162071,96,9
162072,7,65
162073,58,14
162074,84,77
162075,39,44
162076,97,48
162077,35,38
162078,11,3
162079,96,34
162080,38,81
162081,77,19
162082,96,59
162083,91,61
162084,26,80
162085,52,56
162086,86,71
162087,96,44
162088,28,94
162089,48,90
162090,17,24
162091,57,64
162092,21,30
162093,92,13
162094,5,51
162095,23,49
162096,94,71
162097,18,1
162098,92,46
162099,63,64
162100,55,5
162101,98,17
162102,3,48
162103,33,56
162104,55,52
162105,83,65
162106,5,75
162107,37,33
162108,22,85
162109,86,82
162110,37,28
162111,32,46
162112,88,11
162113,97,50
162114,36,17
162115,100,66
162116,7,58
162117,27,89
162118,80,99
162119,98,90
162120,90,63
162121,63,33
162122,96,19
162123,62,45
162124,49,8
162125,29,39
162126,58,85
162127,60,91
162128,66,59
162129,89,63
162130,40,5
162131,97,76
162132,92,7
162133,35,79
162134,85,15
162135,59,54
162136,36,69
162137,37,98
162138,45,64
162139,89,13
162140,1,21
162141,86,84
162142,99,76
162143,52,30
162144,28,34
162145,78,87
162146,63,46
162147,51,24
162148,11,19
162149,40,87
162150,70,25
162151,65,94
162152,36,36
162153,18,35
162154,56,42
162155,44,49
162156,18,45
162157,98,72
162158,20,96
162159,41,79
162160,44,68
162161,63,52
162162,74,25
162163,63,64
162164,80,76
162165,98,79
162166,16,1
162167,38,3
162168,27,65
162169,86,61
162170,11,38
162171,21,78
162172,41,25
162173,46,95
162174,80,40
162175,86,31
162176,1,77
162177,15,29
162178,96,84
162179,40,92
162180,61,51
162181,48,14
162182,69,19
162183,22,65
162184,56,18
162185,54,25
162186,48,63
162187,19,92
162188,31,69
162189,40,38
162190,23,1
162191,89,28
162192,22,71
162193,49,6
162194,40,68
162195,11,79
162196,22,89
162197,12,20
162198,98,43
162199,48,58
162200,60,73
162201,73,55
162202,30,84
162203,70,96
162204,25,91
162205,69,99
162206,70,83
162207,64,35
162208,39,20
162209,19,36
162210,76,55
162211,89,59
162212,40,69
162213,72,46
162214,98,35
162215,54,14
162216,27,39
162217,47,6
162218,34,99
162219,37,100
162220,17,11
162221,9,28
162222,4,74
162223,93,46
162224,53,36
162225,47,67
162226,68,56
162227,77,32
162228,21,18
162229,76,45
162230,73,97
162231,31,59
162232,51,56
162233,60,91
162234,17,27
162235,6,44
162236,88,17
162237,6,18
162238,73,66
162239,11,31
162240,21,13
162241,69,22
162242,72,2
162243,80,42
162244,79,12
162245,4,46
162246,56,91
162247,32,9
162248,35,9
162249,23,80
162250,70,55
162251,82,93
162252,38,43
162253,76,4
162254,65,48
162255,34,98
162256,87,88
162257,12,26
162258,69,33
162259,36,16
162260,69,32
162261,69,83
162262,64,76
162263,54,16
162264,35,86
162265,89,79
162266,14,10
162267,65,46
162268,92,30
162269,89,37
162270,65,35
162271,43,49
162272,3,10
162273,58,75
162274,77,48
162275,40,21
162276,17,93
162277,100,38
162278,49,4
162279,96,48
162280,22,99
162281,100,28
162282,18,95
162283,65,85
162284,9,94
162285,61,32
162286,96,73
162287,21,86
162288,14,81
162289,41,9
162290,79,42
162291,21,4
162292,89,71
162293,55,6
162294,20,11
162295,67,59
162296,96,5
162297,72,75
162298,84,56
162299,41,39
162300,43,28
162301,68,94
162302,30,53
162303,5,57
162304,34,87
162305,40,33
162306,30,62
162307,57,2
162308,40,60
162309,24,80
162310,59,49
162311,42,83
162312,73,90
162313,30,47
162314,14,100
162315,91,18
162316,44,81
162317,35,84
162318,13,99
162319,61,15
162320,72,14
162321,67,46
162322,53,81
162323,33,32
162324,34,78
162325,91,33
162326,40,71
162327,27,2
162328,57,77
162329,36,74
162330,16,44
162331,95,76
162332,24,71
162333,36,51
162334,28,84
162335,8,50
162336,91,24
162337,20,93
162338,65,41
162339,34,26
162340,40,38
162341,14,98
162342,70,75
162343,72,46
162344,98,12
162345,89,94
162346,44,75
162347,1,49
162348,70,77
162349,11,32
162350,66,56
162351,74,81
162352,96,17
162353,73,61
162354,30,2
162355,67,31
162356,12,81
162357,56,56
162358,95,80
162359,30,92
162360,91,95
162361,24,98
162362,28,77
162363,61,51
162364,24,52
162365,79,26
162366,57,96
162367,76,3
162368,4,16
162369,84,78
162370,82,78
162371,40,34
162372,18,44
162373,3,86
162374,13,43
162375,53,25
162376,51,45
162377,31,23
162378,98,97
162379,51,21
162380,79,84
162381,39,85
162382,98,12
162383,94,5
162384,7,79
162385,87,16
162386,28,49
162387,21,69
162388,96,21
162389,21,75
162390,5,48
162391,14,10
162392,19,69
162393,71,83
162394,21,18
162395,1,83
162396,20,93
162397,22,79
162398,62,4
162399,5,92
162400,44,99
162401,82,100
162402,58,40
162403,92,74
162404,13,20
162405,29,95
162406,50,21
162407,100,95
162408,84,93
162409,33,62
162410,56,12
162411,51,4
162412,13,62
162413,64,71
162414,45,89
162415,42,96
162416,23,85
162417,99,68
162418,84,14
162419,2,90
162420,57,61
162421,14,26
162422,89,50
162423,11,76
162424,66,79
162425,78,39
162426,87,24
162427,15,91
162428,74,34
162429,92,99
162430,88,4
162431,15,28
162432,78,76
162433,19,57
162434,76,62
162435,36,94
162436,71,98
162437,30,8
162438,1,11
162439,98,81
162440,1,9
162441,22,80
162442,10,52
162443,81,14
162444,4,24
162445,66,55
162446,31,78
162447,9,7
162448,40,80
162449,59,3
162450,89,1
162451,11,60
162452,71,13
162453,18,56
162454,68,72
162455,31,30
162456,48,63
162457,1,23
162458,25,35
162459,85,48
162460,86,85
162461,82,85
162462,24,65
162463,4,34
162464,19,90
162465,70,66
162466,39,83
162467,61,83
162468,38,15
162469,4,88
162470,21,6
162471,47,47
162472,60,33
162473,85,13
162474,43,36
162475,79,74
162476,35,91
162477,57,50
162478,3,5
162479,78,74
162480,38,82
162481,3,88
162482,31,25
162483,97,16
162484,48,91
162485,51,80
162486,74,79
162487,27,33
162488,83,64
162489,9,84
162490,5,36
162491,67,64
162492,32,46
162493,43,11
162494,56,80
162495,7,7
162496,48,90
162497,80,47
162498,73,2
162499,3,11
162500,47,89
162501,82,3
162502,83,68
162503,23,4
162504,78,48
162505,67,1
162506,10,44
162507,43,34
162508,10,73
162509,85,10
162510,62,58
162511,99,78
162512,88,47
162513,82,13
162514,20,66
162515,68,9
162516,66,80
162517,29,99
162518,47,2
162519,93,99
162520,24,27
162521,77,34
162522,21,18
162523,36,61
162524,17,27
162525,54,76
162526,57,89
162527,26,54
162528,38,32
162529,48,59
162530,7,56
162531,29,98
162532,26,40
162533,46,87
162534,75,7
162535,88,27
162536,60,60
162537,98,27
162538,98,16
162539,49,58
162540,51,80
162541,4,91
162542,37,5
162543,66,70
162544,64,91
162545,99,19
162546,56,72
162547,85,17
162548,35,91
162549,67,56
162550,88,83
162551,70,51
162552,100,33
162553,41,35
162554,11,98
162555,19,12
162556,30,12
162557,69,42
162558,65,45
162559,23,45
162560,96,90
162561,2,17
162562,55,15
162563,33,9
162564,41,2
162565,47,49
162566,14,13
162567,25,78
162568,1,98
162569,53,95
162570,43,25
162571,76,85
162572,69,12
162573,49,29
162574,67,44
162575,24,11
162576,75,54
162577,61,84
162578,10,52
162579,88,23
162580,34,1
162581,2,95
162582,97,35
162583,59,87
162584,68,65
162585,43,35
162586,18,85
162587,14,72
162588,78,45
162589,78,70
162590,17,27
162591,97,91
162592,3,30
162593,40,21
162594,80,68
162595,28,23
162596,71,26
162597,20,1
162598,13,51
162599,1,56
162600,23,14
162601,77,7
162602,69,75
162603,19,54
162604,58,99
162605,5,80
162606,55,88
162607,89,40
162608,78,36
162609,30,56
162610,88,96
162611,72,84
162612,34,94
162613,53,91
162614,53,26
162615,10,32
162616,75,93
162617,59,32
162618,68,35
162619,96,9
162620,14,21
162621,84,29
162622,73,57
162623,21,67
162624,77,93
162625,10,73
162626,83,52
162627,89,96
162628,85,1
162629,92,12
162630,44,25
162631,55,39
162632,56,5
162633,28,52
162634,78,88
162635,95,16
162636,78,90
162637,37,80
162638,88,40
162639,7,68
162640,64,11
162641,67,63
162642,8,21
162643,68,65
162644,45,26
162645,44,86
162646,29,48
162647,29,5
162648,1,93
162649,91,95
162650,9,85
162651,58,19
162652,91,21
162653,100,69
162654,97,6
162655,52,98
162656,24,51
162657,42,79
162658,51,96
162659,17,47
162660,31,35
162661,61,59
162662,100,54
162663,2,58
162664,61,17
162665,13,7
162666,72,43
162667,86,51
162668,70,57
162669,88,70
162670,56,40
162671,47,86
162672,83,40
162673,44,28
162674,91,48
162675,42,77
162676,73,36
162677,29,23
162678,90,100
162679,10,46
162680,62,81
162681,21,69
162682,15,77
162683,25,81
162684,84,16
162685,50,89
162686,51,57
162687,45,98
162688,38,17
162689,79,92
162690,51,48
162691,45,12
162692,90,39
162693,86,53
162694,58,41
162695,21,67
162696,53,50
162697,66,93
162698,45,3
162699,81,62
162700,50,59
162701,82,81
162702,17,98
162703,43,16
162704,48,70
162705,46,27
162706,6,31
162707,94,10
162708,79,65
162709,37,35
162710,36,62
162711,55,32
162712,34,78
162713,74,63
162714,68,62
162715,41,69
162716,18,93
162717,28,70
162718,29,61
162719,19,92
162720,84,64
162721,68,9
162722,33,78
162723,23,16
162724,83,28
162725,75,75
162726,1,52
162727,95,18
162728,70,12
162729,25,27
162730,31,99
162731,13,7
162732,68,53
162733,28,87
162734,17,39
162735,7,7
162736,79,88
162737,63,96
162738,24,93
162739,56,50
162740,24,13
162741,16,82
162742,38,34
162743,30,28
162744,48,77
162745,20,33
162746,26,91
162747,92,67
162748,87,78
162749,85,99
162750,98,63
162751,23,82
